,Date,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
356332,2012-09-01,Theft of Bicycle,2012,9,14,20.0,50.0,22XX FIR ST,Fairview,489737.1,5456990.61,49.26559173,-123.1410653
509271,2016-07-01,Break and Enter Residential/Other,2016,7,18,20.0,30.0,3X E HASTINGS ST,Central Business District,492461.15,5458751.44,49.28147035,-123.103656
155143,2006-06-01,Theft from Vehicle,2006,6,22,1.0,46.0,CARRALL ST / E CORDOVA ST,Central Business District,492416.83,5458858.14,49.28242959,-123.1042675
264706,2009-12-01,Break and Enter Commercial,2009,12,18,18.0,0.0,23XX OAK ST,Fairview,490795.29,5456868.01,49.26450577,-123.1265175
19498,2003-09-01,Theft from Vehicle,2003,9,4,0.0,0.0,X NK_LOC ST,Fairview,492757.49,5458792.47,49.28184301,-123.0995822
215102,2007-11-01,Theft from Vehicle,2007,11,6,23.0,0.0,18XX E 12TH AVE,Kensington Cedar Cottage,495122.85,5456316.56,49.25959519,-123.0670291
157313,2006-08-01,Break and Enter Commercial,2006,8,7,19.0,0.0,X E BROADWAY AVE,Mount Pleasant,492376.04,5456704.13,49.26305339,-123.1047873
9509,2003-03-01,Theft of Vehicle,2003,3,16,20.0,30.0,34XX WILLIAM ST,Hastings Sunrise,497819.79,5457923.82,49.27406837,-123.0299725
248865,2008-08-01,Mischief,2008,8,20,12.0,53.0,11XX DAVIE ST,West End,490358.05,5458740.9,49.28134599,-123.1325725
100683,2005-02-01,Mischief,2005,2,7,16.0,0.0,DAVIE ST / HOWE ST,Central Business District,490748.59,5458346.32,49.27780271,-123.1271936
132903,2005-02-01,Theft of Vehicle,2005,2,13,1.0,0.0,38XX W 10TH AVE,West Point Grey,486324.27,5456764.88,49.26349446,-123.1879673
509976,2016-02-01,Theft from Vehicle,2016,2,21,20.0,0.0,58XX WILTSHIRE ST,Kerrisdale,489351.32,5453422.91,49.23349298,-123.1462731
230821,2008-06-01,Mischief,2008,6,28,7.0,22.0,18XX VENABLES ST,Grandview Woodland,495212.91,5458216.71,49.27668811,-123.0658141
60083,2004-09-01,Theft of Vehicle,2004,9,24,5.0,0.0,12XX RICHARDS ST,Central Business District,490927.56,5458104.68,49.2756318,-123.1247275
502471,2016-04-01,Mischief,2016,4,11,19.0,20.0,8XX W 42ND AVE,Oakridge,490958.19,5453348.11,49.23284597,-123.1241991
70035,2004-07-01,Vehicle Collision or Pedestrian Struck (with Injury),2004,7,12,9.0,5.0,10XX BLOCK W 57TH AVE,Marpole,490438.0,5451811.0,49.2190114,-123.1313078
369407,2012-06-01,Theft from Vehicle,2012,6,7,20.0,0.0,21XX W 37TH AVE,Arbutus Ridge,488567.47,5453965.66,49.23836099,-123.1570557
428736,2014-12-01,Other Theft,2014,12,8,16.0,9.0,20XX E HASTINGS ST,Grandview Woodland,495498.5,5458710.94,49.28113596,-123.0618933
108166,2005-11-01,Theft from Vehicle,2005,11,15,7.0,30.0,5XX CARDERO ST,Central Business District,490643.49,5459897.56,49.29175475,-123.1286749
499268,2016-09-01,Theft from Vehicle,2016,9,16,15.0,13.0,61XX ROSS ST,Sunset,493986.43,5452916.87,49.2290041,-123.0825965
81012,2004-05-01,Break and Enter Residential/Other,2004,5,16,10.0,45.0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
237203,2008-01-01,Theft from Vehicle,2008,1,31,15.0,45.0,64XX BROOKS ST,Killarney,497436.02,5452520.08,49.22545903,-123.0352138
509132,2016-10-01,Theft from Vehicle,2016,10,21,23.0,0.0,E HASTINGS ST / GLEN DR,Strathcona,494086.7,5458693.53,49.28096733,-123.0813046
505744,2016-06-01,Break and Enter Commercial,2016,6,26,23.0,0.0,22XX E HASTINGS ST,Grandview Woodland,495783.84,5458719.17,49.28121203,-123.0579701
134494,2005-04-01,Theft from Vehicle,2005,4,21,6.0,0.0,26XX E 21ST AVE,Renfrew Collingwood,496209.62,5455416.78,49.25150917,-123.0520846
209377,2007-10-01,Theft of Vehicle,2007,10,30,12.0,0.0,1XX W GEORGIA ST,Central Business District,491773.94,5458495.5,49.27915927,-123.1130996
10941,2003-03-01,Break and Enter Residential/Other,2003,3,6,20.0,0.0,22XX W 2ND AVE,Kitsilano,488649.97,5457473.02,49.26991188,-123.1560217
490734,2016-11-01,Other Theft,2016,11,1,14.0,53.0,57XX OAK ST,Oakridge,490669.05,5453377.42,49.23310528,-123.1281714
60673,2004-05-01,Break and Enter Commercial,2004,5,8,18.0,0.0,1XX W BROADWAY AVE,Mount Pleasant,492068.97,5456715.13,49.26314843,-123.109008
451430,2015-05-01,Theft of Vehicle,2015,5,14,17.0,0.0,86XX MONTCALM ST,Marpole,490088.96,5450625.38,49.20834089,-123.1360716
303991,2010-10-01,Theft from Vehicle,2010,10,1,7.0,30.0,W CORDOVA ST / W WATERFRONT RD,Central Business District,491351.92,5459519.92,49.28836826,-123.1189241
439467,2014-10-01,Theft of Vehicle,2014,10,29,15.0,34.0,54XX WALES ST,Renfrew Collingwood,496232.16,5453587.64,49.23505578,-123.0517577
503426,2016-04-01,Mischief,2016,4,2,14.0,30.0,17XX E 6TH AVE,Grandview Woodland,495055.97,5456920.12,49.26502379,-123.0679558
209968,2007-09-01,Theft of Vehicle,2007,9,20,3.0,0.0,28XX E 8TH AVE,Hastings Sunrise,496589.27,5456682.97,49.26290105,-123.0468785
383678,2013-08-01,Other Theft,2013,8,18,13.0,7.0,12XX DAVIE ST,West End,490200.93,5458897.57,49.28275276,-123.1347366
294803,2010-08-01,Theft from Vehicle,2010,8,3,18.0,0.0,19XX W 16TH AVE,Kitsilano,489108.63,5456067.82,49.25728021,-123.1496786
507429,2016-07-01,Theft from Vehicle,2016,7,21,20.0,0.0,17XX COMOX ST,West End,489888.17,5459515.32,49.28830441,-123.1390527
243350,2008-09-01,Break and Enter Commercial,2008,9,6,10.0,39.0,2XX E WATERFRONT RD,Strathcona,492790.21,5459123.43,49.28482043,-123.0991383
529519,2017-05-01,Other Theft,2017,5,14,12.0,33.0,3X WATER ST,Central Business District,492356.95,5458990.32,49.28361782,-123.1050933
206363,2007-09-01,Theft from Vehicle,2007,9,30,5.0,55.0,14XX QUEBEC ST,Mount Pleasant,492586.25,5457734.68,49.27232596,-123.1019171
70376,2004-09-01,Vehicle Collision or Pedestrian Struck (with Injury),2004,9,23,9.0,43.0,3XX E 63RD AVE,Sunset,492784.0,5451171.0,49.21328656,-123.0990805
523052,2017-04-01,Theft from Vehicle,2017,4,28,6.0,17.0,18XX W 6TH AVE,Kitsilano,489271.18,5457069.16,49.26629031,-123.1474716
212806,2007-03-01,Theft of Vehicle,2007,3,11,22.0,0.0,44XX SLOCAN ST,Renfrew Collingwood,496390.31,5454739.22,49.24541546,-123.0495956
176768,2006-06-01,Theft of Vehicle,2006,6,11,14.0,30.0,31XX MILLER DR,Hastings Sunrise,497150.85,5459124.31,49.28486423,-123.0391773
375653,2012-08-01,Theft from Vehicle,2012,8,25,22.0,45.0,86XX FRENCH ST,Marpole,489864.76,5450645.55,49.20851866,-123.1391502
292483,2010-06-01,Mischief,2010,6,5,22.0,38.0,CARRALL ST / EXPO BLVD,Central Business District,492278.81,5458371.1,49.27804686,-123.1061558
469168,2015-03-01,Theft from Vehicle,2015,3,4,2.0,0.0,4XX INDUSTRIAL AVE,Strathcona,493070.02,5457413.88,49.26944598,-123.0952612
294862,2010-05-01,Theft from Vehicle,2010,5,15,7.0,15.0,25XX E 29TH AVE,Renfrew Collingwood,496098.28,5454655.74,49.24466275,-123.0536071
43667,2003-04-01,Break and Enter Residential/Other,2003,4,6,10.0,0.0,14XX W 11TH AVE,Fairview,490041.9,5456558.77,49.2617123,-123.1368651
132436,2005-03-01,Theft from Vehicle,2005,3,30,21.0,0.0,17XX W 8TH AVE,Fairview,489453.49,5456878.55,49.26457891,-123.1449606
145695,2006-10-01,Theft from Vehicle,2006,10,18,19.0,0.0,5XX BEATTY ST,Central Business District,492082.45,5458687.94,49.28089437,-123.1088617
197178,2007-06-01,Mischief,2007,6,23,4.0,3.0,3XX JACKSON AVE,Strathcona,493212.52,5458817.98,49.2820777,-123.0933262
479430,2016-02-01,Break and Enter Commercial,2016,2,22,5.0,0.0,3XX E BROADWAY AVE,Mount Pleasant,492864.47,5456682.27,49.26286264,-123.0980737
178669,2006-10-01,Theft of Vehicle,2006,10,16,21.0,35.0,4XX E 56TH AVE,Sunset,492895.2,5451825.35,49.21917391,-123.0975652
155352,2006-03-01,Break and Enter Commercial,2006,3,3,10.0,0.0,7XX E HASTINGS ST,Strathcona,493563.24,5458707.95,49.28109175,-123.0885021
469298,2015-11-01,Vehicle Collision or Pedestrian Struck (with Injury),2015,11,16,10.0,46.0,MAIN ST / E 12TH AVE,Mount Pleasant,492639.0,5456386.0,49.26019497,-123.1011672
317802,2010-10-01,Other Theft,2010,10,22,17.0,4.0,35XX GRANDVIEW HWY,Renfrew Collingwood,498072.88,5456158.75,49.25819206,-123.0264846
210099,2007-03-01,Theft of Vehicle,2007,3,5,16.0,0.0,2X E 12TH AVE,Mount Pleasant,492390.88,5456387.23,49.26020299,-123.1045773
517507,2017-03-01,Theft from Vehicle,2017,3,8,8.0,30.0,7XX BEATTY ST,Central Business District,491789.69,5458406.3,49.27835711,-123.1128812
102258,2005-12-01,Theft from Vehicle,2005,12,19,12.0,30.0,2XX E PENDER ST,Strathcona,492805.6,5458632.83,49.28040759,-123.0989179
82671,2004-11-01,Break and Enter Residential/Other,2004,11,20,0.0,16.0,10XX W KING EDWARD AVE,Shaughnessy,490620.37,5455157.23,49.24911432,-123.1288817
261077,2009-11-01,Theft of Bicycle,2009,11,11,17.0,30.0,DAVIE ST / HOWE ST,Central Business District,490748.59,5458346.32,49.27780271,-123.1271936
19603,2003-08-01,Theft from Vehicle,2003,8,23,0.0,30.0,W CORDOVA ST / WATER ST,Central Business District,491933.46,5459112.15,49.28470826,-123.1109188
377245,2012-09-01,Theft from Vehicle,2012,9,11,0.0,0.0,CROWLEY DR / OBEN ST,Renfrew Collingwood,498035.5,5453582.41,49.23501717,-123.0269857
249993,2008-01-01,Theft from Vehicle,2008,1,23,0.0,0.0,52XX MELBOURNE ST,Renfrew Collingwood,497909.17,5453683.55,49.23592653,-123.0287216
257374,2008-11-01,Theft from Vehicle,2008,11,7,22.0,0.0,33XX MAQUINNA DR,Killarney,497646.04,5451418.03,49.21554663,-123.0323229
125265,2005-08-01,Break and Enter Commercial,2005,8,9,0.0,30.0,8XX W HASTINGS ST,Central Business District,491612.09,5459281.87,49.28623059,-123.1153414
17980,2003-10-01,Theft of Bicycle,2003,10,7,6.0,0.0,20XX W 8TH AVE,Kitsilano,488936.66,5456893.14,49.26470102,-123.1520648
103762,2005-01-01,Theft from Vehicle,2005,1,10,7.0,30.0,8XX W 12TH AVE,Fairview,491033.35,5456432.31,49.2605901,-123.1232357
326914,2011-09-01,Break and Enter Residential/Other,2011,9,1,23.0,30.0,15XX E 4TH AVE,Grandview Woodland,494711.07,5457132.29,49.26692942,-123.0726992
318867,2010-02-01,Mischief,2010,2,11,12.0,0.0,58XX SOPHIA ST,Sunset,492822.43,5453188.16,49.23143188,-123.0985889
143693,2005-06-01,Break and Enter Residential/Other,2005,6,16,15.0,0.0,21XX W 13TH AVE,Kitsilano,488699.8,5456386.27,49.26013731,-123.1553061
357689,2012-02-01,Mischief,2012,2,5,3.0,0.0,2XX W 14TH AVE,Mount Pleasant,491935.1,5456221.81,49.25870917,-123.110838
383348,2013-06-01,Theft from Vehicle,2013,6,4,20.0,56.0,16XX W BROADWAY AVE,Fairview,489730.65,5456766.5,49.26357572,-123.1411482
476622,2016-05-01,Theft from Vehicle,2016,5,5,22.0,0.0,9XX THURLOW ST,West End,490807.98,5458994.71,49.28363598,-123.126392
245521,2008-02-01,Theft of Vehicle,2008,2,13,16.0,30.0,14XX W 13TH AVE,Fairview,490077.5,5456340.01,49.25974509,-123.1363704
15637,2003-01-01,Theft of Vehicle,2003,1,24,18.0,0.0,12XX COMOX ST,West End,490446.01,5458948.72,49.28321674,-123.131368
427925,2014-06-01,Other Theft,2014,6,13,11.0,15.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
360746,2012-02-01,Mischief,2012,2,3,21.0,30.0,MARINASIDE CRES / PACIFIC BLVD,Central Business District,491633.64,5457941.81,49.27417683,-123.115017
208268,2007-08-01,Theft from Vehicle,2007,8,17,19.0,0.0,12XX BARCLAY ST,West End,490543.49,5459179.04,49.28529002,-123.1300331
9942,2003-06-01,Theft of Vehicle,2003,6,19,9.0,0.0,31XX GRANVILLE ST,Fairview,489896.39,5456050.56,49.25713847,-123.1388521
517333,2017-06-01,Other Theft,2017,6,23,12.0,21.0,7XX W GEORGIA ST,Central Business District,491402.8,5458863.87,49.28246771,-123.1182103
425739,2014-04-01,Theft of Bicycle,2014,4,22,21.0,0.0,15XX E 11TH AVE,Kensington Cedar Cottage,494717.05,5456419.2,49.26051508,-123.0726076
338543,2011-05-01,Theft from Vehicle,2011,5,22,17.0,0.0,4XX SEYMOUR ST,Central Business District,491764.96,5459086.17,49.28447232,-123.1132352
27395,2003-05-01,Theft from Vehicle,2003,5,5,16.0,0.0,6XX W 8TH AVE,Fairview,491394.97,5456836.52,49.26423124,-123.1182744
206504,2007-12-01,Theft from Vehicle,2007,12,25,11.0,31.0,14XX VENABLES ST,Grandview Woodland,494487.91,5458218.93,49.27670197,-123.0757816
185317,2006-12-01,Vehicle Collision or Pedestrian Struck (with Injury),2006,12,25,6.0,32.0,E KING EDWARD AVE / MAIN ST,Riley Park,492644.0,5455116.0,49.24877112,-123.1010751
41473,2003-09-01,Mischief,2003,9,12,21.0,0.0,32XX W BROADWAY AVE,Kitsilano,487093.89,5456840.08,49.26418762,-123.1773917
315439,2010-01-01,Vehicle Collision or Pedestrian Struck (with Fatality),2010,1,10,0.0,29.0,E 49TH AVE / KERR ST,Killarney,497011.0,5452437.0,49.22470977,-123.0410504
519995,2017-06-01,Theft of Bicycle,2017,6,27,4.0,0.0,11XX PACIFIC ST,West End,490221.34,5458405.55,49.27832729,-123.134444
339678,2011-09-01,Mischief,2011,9,17,17.0,24.0,29XX E PENDER ST,Hastings Sunrise,496968.74,5458601.77,49.28016302,-123.0416775
284677,2009-01-01,Theft from Vehicle,2009,1,26,20.0,30.0,4XX HAMILTON ST,Central Business District,492002.44,5458889.96,49.28271053,-123.1099659
316594,2010-08-01,Vehicle Collision or Pedestrian Struck (with Injury),2010,8,28,19.0,35.0,3XX CARRALL ST,Central Business District,492416.0,5458840.0,49.28226641,-123.1042785
57266,2004-07-01,Theft of Bicycle,2004,7,15,11.0,30.0,10XX BEACH AVE,West End,490197.48,5458239.42,49.27683254,-123.1347679
328828,2011-09-01,Theft of Bicycle,2011,9,10,20.0,30.0,13XX BEACH AVE,West End,489860.32,5458766.66,49.28156965,-123.1394167
61103,2004-10-01,Break and Enter Commercial,2004,10,4,12.0,0.0,1XX WATER ST,Central Business District,492239.89,5459021.87,49.28390014,-123.1067035
106859,2005-06-01,Mischief,2005,6,10,22.0,30.0,15XX ADANAC ST,Grandview Woodland,494640.12,5458317.15,49.27758683,-123.0736903
509094,2016-04-01,Other Theft,2016,4,2,19.0,43.0,11XX ROBSON ST,West End,490887.86,5459140.59,49.28494939,-123.1252969
432277,2014-04-01,Theft from Vehicle,2014,4,10,22.0,0.0,8XX E 22ND AVE,Kensington Cedar Cottage,493652.81,5455354.98,49.25093209,-123.0872174
352243,2012-06-01,Break and Enter Residential/Other,2012,6,26,9.0,0.0,18XX E 8TH AVE,Grandview Woodland,495111.42,5456727.75,49.26329383,-123.0671912
19375,2003-10-01,Theft from Vehicle,2003,10,19,19.0,30.0,X NK_LOC ST,Grandview Woodland,492757.49,5458792.47,49.28184301,-123.0995822
171801,2006-09-01,Theft from Vehicle,2006,9,2,2.0,0.0,15XX W PENDER ST,Central Business District,490585.01,5459729.33,49.2902406,-123.1294752
26927,2003-07-01,Other Theft,2003,7,12,13.0,40.0,55XX WEST BOULEVARD,Arbutus Ridge,488674.59,5453744.69,49.23637531,-123.1555779
444658,2015-08-01,Theft of Bicycle,2015,8,10,2.0,0.0,5XX PACIFIC ST,Central Business District,490685.88,5457925.58,49.27401714,-123.128046
346118,2011-03-01,Break and Enter Residential/Other,2011,3,25,21.0,43.0,69XX HEATHER ST,Oakridge,490996.58,5452209.29,49.22260258,-123.1236462
385458,2013-01-01,Vehicle Collision or Pedestrian Struck (with Injury),2013,1,16,19.0,20.0,KINGSWAY AVE / GLADSTONE ST,Kensington Cedar Cottage,495501.0,5454533.0,49.24355458,-123.061812
385934,2013-01-01,Mischief,2013,1,15,17.0,22.0,2XX W HASTINGS ST,Central Business District,492023.42,5458871.04,49.28254062,-123.109677
73104,2004-06-01,Vehicle Collision or Pedestrian Struck (with Injury),2004,6,3,20.0,40.0,W 16TH AVE / MACDONALD ST,Kitsilano,487748.0,5456122.0,49.25774183,-123.1683791
427473,2014-05-01,Break and Enter Residential/Other,2014,5,20,9.0,0.0,4XX E CORDOVA ST,Strathcona,493097.75,5458827.06,49.28215809,-123.0949044
119704,2005-02-01,Theft of Bicycle,2005,2,16,0.0,0.0,12XX CARDERO ST,West End,489880.68,5459144.97,49.28497294,-123.1391463
309986,2010-12-01,Break and Enter Residential/Other,2010,12,7,18.0,57.0,61XX WINDSOR ST,Sunset,493803.71,5452843.12,49.22833887,-123.085105
503616,2016-03-01,Theft of Bicycle,2016,3,26,0.0,0.0,37XX W 6TH AVE,West Point Grey,486409.99,5457152.94,49.26698703,-123.1868023
282554,2009-07-01,Other Theft,2009,7,8,18.0,32.0,3XX SE MARINE DR,Sunset,492774.27,5450882.58,49.21069203,-123.0992089
284687,2009-09-01,Mischief,2009,9,24,12.0,56.0,5XX CAMBIE ST,Central Business District,491996.52,5458752.99,49.28147839,-123.1100445
213458,2007-03-01,Other Theft,2007,3,30,13.0,30.0,2XX E PENDER ST,Strathcona,492814.92,5458623.4,49.28032287,-123.0987896
238167,2008-02-01,Mischief,2008,2,9,9.0,24.0,39XX FRASER ST,Riley Park,493436.58,5455234.71,49.24984795,-123.0901866
440807,2015-03-01,Break and Enter Commercial,2015,3,19,8.0,52.0,X E 2ND AVE,Mount Pleasant,492401.37,5457383.2,49.26916206,-123.104452
19748,2003-10-01,Break and Enter Residential/Other,2003,10,28,11.0,53.0,29XX E 27TH AVE,Renfrew Collingwood,496861.62,5454825.69,49.24619588,-123.0431207
527783,2017-05-01,Theft of Vehicle,2017,5,19,23.0,30.0,59XX ORMIDALE ST,Killarney,498181.25,5453003.35,49.22980883,-123.024981
243467,2008-11-01,Break and Enter Commercial,2008,11,16,17.0,0.0,2XX SE MARINE DR,Sunset,492605.25,5450919.55,49.21102257,-123.1015302
210239,2007-01-01,Break and Enter Commercial,2007,1,5,21.0,30.0,10XX HOMER ST,Central Business District,491255.89,5458292.24,49.27732372,-123.1202178
91748,2004-06-01,Mischief,2004,6,25,0.0,1.0,57XX SHERBROOKE ST,Sunset,494092.29,5453297.3,49.23242719,-123.0811481
223408,2007-04-01,Mischief,2007,4,13,13.0,25.0,16XX E 55TH AVE,Victoria Fraserview,494741.33,5451915.58,49.22000418,-123.0722148
170988,2006-01-01,Theft from Vehicle,2006,1,11,18.0,0.0,35XX WILLIAM ST,Hastings Sunrise,497985.23,5457923.28,49.27406408,-123.0276981
451841,2015-05-01,Theft from Vehicle,2015,5,18,0.0,30.0,22XX E 37TH AVE,Kensington Cedar Cottage,495491.32,5453789.39,49.23686556,-123.0619366
527857,2017-07-01,Other Theft,2017,7,7,21.0,2.0,7XX BURRARD ST,Central Business District,491117.43,5458996.15,49.28365351,-123.122137
27022,2003-08-01,Other Theft,2003,8,13,14.0,49.0,56XX VICTORIA DR,Kensington Cedar Cottage,495228.06,5453412.77,49.23347577,-123.0655486
77169,2004-11-01,Theft from Vehicle,2004,11,20,0.0,1.0,10XX NELSON ST,West End,490822.77,5458727.23,49.28123018,-123.1261825
314189,2010-03-01,Vehicle Collision or Pedestrian Struck (with Injury),2010,3,23,7.0,21.0,OAK ST / W 70TH AVE,Marpole,490512.0,5450639.0,49.20847011,-123.1302639
102289,2005-03-01,Theft from Vehicle,2005,3,13,16.0,0.0,15XX W 8TH AVE,Fairview,489912.73,5456864.89,49.26446378,-123.1386481
206990,2007-07-01,Theft of Bicycle,2007,7,11,15.0,48.0,11XX W HASTINGS ST,Central Business District,491085.85,5459567.29,49.28879054,-123.122584
328500,2011-06-01,Other Theft,2011,6,18,13.0,37.0,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01,49.28245092,-123.1182643
385883,2013-07-01,Theft from Vehicle,2013,7,2,11.0,0.0,91XX HUDSON ST,Marpole,490153.3,5449904.89,49.20186093,-123.1351706
119298,2005-02-01,Theft from Vehicle,2005,2,21,9.0,0.0,34XX CROWLEY DR,Renfrew Collingwood,497635.37,5453845.55,49.23738277,-123.0324837
98830,2004-12-01,Theft from Vehicle,2004,12,13,18.0,0.0,6XX PACIFIC ST,Central Business District,490650.81,5457959.84,49.27432478,-123.1285289
173774,2006-09-01,Theft from Vehicle,2006,9,6,11.0,0.0,7XX HORNBY ST,Central Business District,491171.99,5458918.15,49.28295267,-123.1213851
287310,2009-05-01,Theft of Bicycle,2009,5,30,8.0,40.0,1XX KEEFER PL,Central Business District,492123.79,5458571.85,49.27985066,-123.1082911
473562,2015-04-01,Theft from Vehicle,2015,4,25,2.0,0.0,58XX CREE ST,Sunset,492721.56,5453257.94,49.23205837,-123.0999757
261129,2009-09-01,Theft of Bicycle,2009,9,19,17.0,30.0,DENMAN ST / W GEORGIA ST,West End,490276.9,5459994.77,49.29262344,-123.1337187
59315,2004-10-01,Mischief,2004,10,31,18.0,30.0,8XX BURRARD ST,Central Business District,491066.19,5458945.81,49.28319994,-123.1228405
507178,2016-11-01,Theft from Vehicle,2016,11,22,17.0,0.0,FOLEY ST / GREAT NORTHERN WAY,Strathcona,493703.04,5457053.66,49.26621258,-123.0865539
231353,2008-04-01,Theft from Vehicle,2008,4,15,18.0,0.0,25XX MAIN ST,Mount Pleasant,492648.2,5456620.46,49.26230409,-123.101045
231707,2008-02-01,Other Theft,2008,2,1,13.0,20.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
312654,2010-10-01,Mischief,2010,10,12,9.0,53.0,17XX KINGSWAY AVE,Kensington Cedar Cottage,495021.54,5454885.09,49.24671799,-123.0684037
127751,2005-06-01,Mischief,2005,6,18,1.0,39.0,GRANVILLE ST / SMITHE ST,Central Business District,491170.93,5458626.04,49.28032508,-123.1213932
169952,2006-01-01,Break and Enter Residential/Other,2006,1,27,20.0,15.0,25XX W 31ST AVE,Arbutus Ridge,488137.64,5454607.13,49.24412297,-123.1629795
286114,2009-08-01,Theft of Bicycle,2009,8,16,18.0,0.0,14XX ANDERSON ST,Fairview,490173.24,5457687.32,49.27186592,-123.1350876
181771,2006-01-01,Theft from Vehicle,2006,1,31,14.0,0.0,5XX W BROADWAY AVE,Fairview,491542.41,5456729.5,49.26327063,-123.1162456
480632,2016-04-01,Theft from Vehicle,2016,4,8,11.0,6.0,29XX WINDSOR ST,Mount Pleasant,493938.94,5456222.03,49.25873429,-123.0832988
401533,2013-08-01,Theft from Vehicle,2013,8,23,15.0,30.0,18XX W 4TH AVE,Kitsilano,489396.14,5457255.29,49.26796676,-123.1457589
130375,2005-03-01,Break and Enter Residential/Other,2005,3,18,12.0,0.0,9X W 26TH AVE,Riley Park,492198.45,5455012.37,49.24783342,-123.1071952
108310,2005-12-01,Break and Enter Residential/Other,2005,12,27,18.0,0.0,2XX ABBOTT ST,Central Business District,492255.3,5459017.33,49.2838595,-123.1064915
260729,2009-04-01,Theft from Vehicle,2009,4,9,22.0,0.0,57XX KNIGHT ST,Victoria Fraserview,494393.77,5453310.05,49.23254471,-123.0770072
480323,2016-03-01,Theft of Bicycle,2016,3,4,0.0,0.0,24XX CAMBRIDGE ST,Hastings Sunrise,495956.23,5459337.17,49.28677221,-123.0556061
501915,2016-06-01,Mischief,2016,6,28,15.0,0.0,1XX PRINCESS AVE,Strathcona,493350.47,5459011.18,49.28381708,-123.0914326
466751,2015-04-01,Theft from Vehicle,2015,4,13,18.0,30.0,BURRARD ST / SMITHE ST,West End,490950.96,5458837.65,49.28222533,-123.1244224
373932,2012-04-01,Theft from Vehicle,2012,4,15,22.0,20.0,5XX RICHARDS ST,Central Business District,491746.54,5458929.79,49.28306541,-123.1134853
135636,2005-03-01,Theft of Vehicle,2005,3,12,23.0,30.0,76XX THORNHILL DR,Victoria Fraserview,495014.98,5451399.89,49.2153677,-123.0684505
74243,2004-10-01,Break and Enter Residential/Other,2004,10,4,13.0,0.0,3XX DRAKE ST,Central Business District,490920.83,5457936.79,49.27412151,-123.1248163
412374,2014-03-01,Break and Enter Commercial,2014,3,22,17.0,26.0,9XX W GEORGIA ST,Central Business District,491259.23,5459007.75,49.28375989,-123.1201875
259282,2008-08-01,Theft from Vehicle,2008,8,1,14.0,9.0,32XX STANLEY PARK DR,Stanley Park,490486.2,5461143.28,49.30295773,-123.1308677
270766,2009-03-01,Other Theft,2009,3,29,13.0,1.0,11XX ALBERNI ST,West End,490962.87,5459218.11,49.2856478,-123.1242673
126125,2005-10-01,Theft from Vehicle,2005,10,15,19.0,0.0,11XX E 16TH AVE,Kensington Cedar Cottage,494094.57,5455946.05,49.25625331,-123.0811558
121940,2005-05-01,Theft from Vehicle,2005,5,5,14.0,0.0,CARRALL ST / KEEFER ST,Central Business District,492401.99,5458502.08,49.27922659,-123.1044647
112443,2005-11-01,Theft from Vehicle,2005,11,3,8.0,30.0,69XX INVERNESS ST,Sunset,494166.06,5452112.18,49.22176744,-123.0801176
107351,2005-10-01,Theft from Vehicle,2005,10,20,14.0,0.0,21XX COMMERCIAL DR,Grandview Woodland,494931.24,5456957.69,49.26536072,-123.0696706
478333,2016-06-01,Break and Enter Commercial,2016,6,26,9.0,30.0,7XX W GEORGIA ST,Central Business District,491401.32,5458865.33,49.28248082,-123.1182307
43626,2003-06-01,Break and Enter Residential/Other,2003,6,17,17.0,0.0,14XX VICTORIA DR,Grandview Woodland,495223.09,5457643.37,49.27153089,-123.0656673
187445,2007-01-01,Break and Enter Residential/Other,2007,1,12,15.0,0.0,2XX LAKEWOOD DR,Grandview Woodland,495510.21,5458888.49,49.28273314,-123.0617343
479645,2016-08-01,Other Theft,2016,8,3,16.0,0.0,11XX DENMAN ST,West End,489795.53,5459503.42,49.28819583,-123.1403263
235095,2008-05-01,Other Theft,2008,5,3,12.0,52.0,7XX DUNSMUIR ST,Central Business District,491511.64,5459023.68,49.28390674,-123.1167172
431520,2014-03-01,Break and Enter Residential/Other,2014,3,29,22.0,52.0,33XX SCHOOL AVE,Killarney,497629.94,5453142.24,49.2310563,-123.0325542
448404,2015-03-01,Theft from Vehicle,2015,3,13,19.0,25.0,DAVIE ST / SEYMOUR ST,Central Business District,490894.11,5458201.46,49.27650186,-123.1251896
204494,2007-11-01,Other Theft,2007,11,16,15.0,16.0,16XX DAVIE ST,West End,489829.17,5459252.26,49.28593717,-123.1398573
354479,2012-04-01,Break and Enter Residential/Other,2012,4,15,15.0,0.0,41XX PRINCE EDWARD ST,Riley Park,492960.34,5455026.06,49.24796581,-123.0967269
452690,2015-04-01,Theft from Vehicle,2015,4,27,22.0,0.0,21XX W 5TH AVE,Kitsilano,488734.59,5457176.12,49.26724278,-123.1548502
162108,2006-10-01,Break and Enter Residential/Other,2006,10,4,11.0,0.0,16XX E 49TH AVE,Victoria Fraserview,494749.38,5452500.95,49.22526981,-123.0721119
